"",id,name,alcoholic,ingredients,glassType,instructions,drinkThumbnail,ingredientMeasures,text,category
395,395,Vermouth Cassis,Alcoholic,"['Dry Vermouth', 'Creme de Cassis', 'Carbonated water']",Highball glass,"Stir vermouth and creme de cassis in a highball glass with ice cubes. Fill with carbonated water, stir again, and serve.",https://www.thecocktaildb.com/images/media/drink/tswpxx1441554674.jpg,"['1 1/2 oz ', '3/4 oz ', None]","question Generate a cocktail with Dry Vermouth Creme de Cassis Carbonated water answer Stir vermouth and creme de cassis in a highball glass with ice cubes. Fill with carbonated water, stir again, and serve.",Ordinary Drink
396,396,Victory Collins,Alcoholic,"['Vodka', 'Lemon juice', 'Grape juice', 'Powdered sugar', 'Orange']",Collins glass,Shake all ingredients (except orange slice) with ice and strain into a collins glass over ice cubes. Add the slice of orange and serve.,https://www.thecocktaildb.com/images/media/drink/lx0lvs1492976619.jpg,"['1 1/2 oz ', '3 oz ', '3 oz unsweetened ', '1 tsp ', '1 slice ']",question Generate a cocktail with Vodka Lemon juice Grape juice Powdered sugar Orange answer Shake all ingredients (except orange slice) with ice and strain into a collins glass over ice cubes. Add the slice of orange and serve.,Ordinary Drink
397,397,Vodka And Tonic,Alcoholic,"['Vodka', 'Tonic water']",Highball glass,"Pour vodka into a highball glass over ice cubes. Fill with tonic water, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/lmj2yt1504820500.jpg,"['2 oz ', None]","question Generate a cocktail with Vodka Tonic water answer Pour vodka into a highball glass over ice cubes. Fill with tonic water, stir, and serve.",Ordinary Drink
398,398,Valencia Cocktail,Alcoholic,"['Apricot brandy', 'Orange juice', 'Orange bitters']",Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/9myuc11492975640.jpg,"['1 1/2 oz ', '1 tblsp ', '2 dashes ']","question Generate a cocktail with Apricot brandy Orange juice Orange bitters answer Shake all ingredients with ice, strain into a cocktail glass, and serve.",Ordinary Drink
399,399,Whisky Mac,Alcoholic,"['Scotch', 'Wine']",Collins Glass,Pour both of the ingredients into a wine goblet with no ice.,https://www.thecocktaildb.com/images/media/drink/yvvwys1461867858.jpg,"['1 1/2 oz ', '1 oz Green Ginger ']",question Generate a cocktail with Scotch Wine answer Pour both of the ingredients into a wine goblet with no ice.,Ordinary Drink
400,400,White Lady,Alcoholic,"['Gin', 'Triple Sec', 'Lemon Juice']",Cocktail glass,Add all ingredients into cocktail shaker filled with ice. Shake well and strain into large cocktail glass.,https://www.thecocktaildb.com/images/media/drink/jofsaz1504352991.jpg,"['4cl', '3cl', '2cl']",question Generate a cocktail with Gin Triple Sec Lemon Juice answer Add all ingredients into cocktail shaker filled with ice. Shake well and strain into large cocktail glass.,Ordinary Drink
401,401,Wine Punch,Alcoholic,"['Red wine', 'Lemon', 'Orange juice', 'Orange', 'Pineapple juice']",Collins Glass,Combine all of the ingredients and pour over a block of ice.,https://www.thecocktaildb.com/images/media/drink/txustu1473344310.jpg,"['1 bottle ', '2 ', '1 cup ', '3 ', '1 cup ']",question Generate a cocktail with Red wine Lemon Orange juice Orange Pineapple juice answer Combine all of the ingredients and pour over a block of ice.,Punch / Party Drink
402,402,Wine Cooler,Optional alcohol,"['Red wine', 'Lemon-lime soda', 'Ice']",Collins Glass,Mix wine and soft drink. Pour into glass. Add ice.,https://www.thecocktaildb.com/images/media/drink/yutxtv1473344210.jpg,"['2 oz white or ', '5 oz ', 'cubes']",question Generate a cocktail with Red wine Lemon-lime soda Ice answer Mix wine and soft drink. Pour into glass. Add ice.,Punch / Party Drink
403,403,Winter Rita,Alcoholic,"['Tequila', 'Campari', 'Lime Juice', 'Orange Juice', 'Rosemary Syrup', 'Salt']",Highball Glass,"Salt rim. Combine all ingredients, shake with ice, and strain over fresh ice.⠀",https://www.thecocktaildb.com/images/media/drink/fwpd0v1614006733.jpg,"['1 2/3 oz', '1/4 oz', '3/4 oz', '1/2 oz', '1/2 oz', 'Dash']","question Generate a cocktail with Tequila Campari Lime Juice Orange Juice Rosemary Syrup Salt answer Salt rim. Combine all ingredients, shake with ice, and strain over fresh ice.⠀",Beer
404,404,Whiskey Sour,Alcoholic,"['Blended whiskey', 'Lemon', 'Powdered sugar', 'Cherry', 'Lemon']",Old-fashioned glass,"Shake with ice. Strain into chilled glass, garnish and serve. If served 'On the rocks', strain ingredients into old-fashioned glass filled with ice.",https://www.thecocktaildb.com/images/media/drink/hbkfsh1589574990.jpg,"['2 oz ', 'Juice of 1/2 ', '1/2 tsp ', '1 ', '1/2 slice ']","question Generate a cocktail with Blended whiskey Lemon Powdered sugar Cherry Lemon answer Shake with ice. Strain into chilled glass, garnish and serve. If served 'On the rocks', strain ingredients into old-fashioned glass filled with ice.",Ordinary Drink
405,405,White Russian,Alcoholic,"['Vodka', 'Coffee liqueur', 'Light cream']",Old-fashioned glass,Pour vodka and coffee liqueur over ice cubes in an old-fashioned glass. Fill with light cream and serve.,https://www.thecocktaildb.com/images/media/drink/vsrupw1472405732.jpg,"['2 oz ', '1 oz ', None]",question Generate a cocktail with Vodka Coffee liqueur Light cream answer Pour vodka and coffee liqueur over ice cubes in an old-fashioned glass. Fill with light cream and serve.,Ordinary Drink
406,406,Winter Paloma,Alcoholic,"['Tequila', 'Grapefruit Juice', 'Lime Juice', 'Agave Syrup', 'Pepper']",Highball glass,Everyone’s favourite Paloma gets a delicious Indian makeover. Tequila reposado infused with “Timur Pepper” which has citrusy & grapefruit notes and is grown at the foothills of Himalaya. It also produces a slightly numbing and tingling sensation on your lip when consumed. We have also spiced up the fresh grapefruit juice with the warming spice blend from Himalaya. The combination of all these interesting elements has allowed us to elevate your Paloma sipping experience.,https://www.thecocktaildb.com/images/media/drink/u5f0pz1614007748.jpg,"['2 shots', 'Top', 'Juice of 1', '1 tsp', 'Dash']",question Generate a cocktail with Tequila Grapefruit Juice Lime Juice Agave Syrup Pepper answer Everyone’s favourite Paloma gets a delicious Indian makeover. Tequila reposado infused with “Timur Pepper” which has citrusy & grapefruit notes and is grown at the foothills of Himalaya. It also produces a slightly numbing and tingling sensation on your lip when consumed. We have also spiced up the fresh grapefruit juice with the warming spice blend from Himalaya. The combination of all these interesting elements has allowed us to elevate your Paloma sipping experience.,Cocktail
407,407,White Wine Sangria,Alcoholic,"['Lime', 'lemon', 'White Wine', 'Strawberries', 'Apple', 'Apple Brandy', 'Soda Water']",Pitcher,"Chop the Lemon, Lime and other fruits into large chunks. Fill the Pitcher with the white wine and mix in the Apple Brandy. Top to taste with soda water.",https://www.thecocktaildb.com/images/media/drink/hnuod91587851576.jpg,"['1', '1', '750 ml', '1 cup', '1 cup', '3 shots', 'Top']","question Generate a cocktail with Lime lemon White Wine Strawberries Apple Apple Brandy Soda Water answer Chop the Lemon, Lime and other fruits into large chunks. Fill the Pitcher with the white wine and mix in the Apple Brandy. Top to taste with soda water.",Punch / Party Drink
408,408,Whitecap Margarita,Alcoholic,"['Ice', 'Tequila', 'Cream of coconut', 'Lime juice']",Margarita/Coupette glass,Place all ingredients in a blender and blend until smooth. This makes one drink.,https://www.thecocktaildb.com/images/media/drink/srpxxp1441209622.jpg,"['1 cup ', '2 oz ', '1/4 cup ', '3 tblsp fresh ']",question Generate a cocktail with Ice Tequila Cream of coconut Lime juice answer Place all ingredients in a blender and blend until smooth. This makes one drink.,Other / Unknown
409,409,Waikiki Beachcomber,Alcoholic,"['Triple sec', 'Gin', 'Pineapple juice']",Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/ysuqus1441208583.jpg,"['3/4 oz ', '3/4 oz ', '1 tblsp ']","question Generate a cocktail with Triple sec Gin Pineapple juice answer Shake all ingredients with ice, strain into a cocktail glass, and serve.",Ordinary Drink
410,410,Yellow Bird,Alcoholic,"['White Rum', 'Galliano', 'Triple Sec', 'Lime Juice']",Cocktail glass,Shake and strain into a chilled cocktail glass,https://www.thecocktaildb.com/images/media/drink/2t9r6w1504374811.jpg,"['3 cl', '1.5 cl', '1.5 cl', '1.5 cl']",question Generate a cocktail with White Rum Galliano Triple Sec Lime Juice answer Shake and strain into a chilled cocktail glass,Cocktail
411,411,Yoghurt Cooler,Non alcoholic,"['Yoghurt', 'Fruit', 'Ice']",Highball Glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up. Note: Use lots of ice in this one - great on hot days! To add ice: Remove the center of the cover while the blender is on - drop 3 or 4 ice cubs and blend until they're completely crushed.",https://www.thecocktaildb.com/images/media/drink/trttrv1441254466.jpg,"['1 cup ', '1 cup ', None]","question Generate a cocktail with Yoghurt Fruit Ice answer Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up. Note: Use lots of ice in this one - great on hot days! To add ice: Remove the center of the cover while the blender is on - drop 3 or 4 ice cubs and blend until they're completely crushed.",Other / Unknown
412,412,Zorro,Alcoholic,"['Sambuca', 'Baileys irish cream', 'White Creme de Menthe']",Coffee Mug,add all and pour black coffee and add whipped cream on top.,https://www.thecocktaildb.com/images/media/drink/kvvd4z1485621283.jpg,"['2 cl ', '2 cl ', '2 cl ']",question Generate a cocktail with Sambuca Baileys irish cream White Creme de Menthe answer add all and pour black coffee and add whipped cream on top.,Coffee / Tea
413,413,Zinger,Alcoholic,"['Peachtree schnapps', 'Surge']",Highball glass,Get a shot glass and pour in three shots of the schnapps. Do the same with the Surge Cola. Then down it like Scheetz would.,https://www.thecocktaildb.com/images/media/drink/iixv4l1485620014.jpg,"['4 shots ', '4 shots ']",question Generate a cocktail with Peachtree schnapps Surge answer Get a shot glass and pour in three shots of the schnapps. Do the same with the Surge Cola. Then down it like Scheetz would.,Soft Drink
414,414,Zoksel,Alcoholic,"['Beer', 'Root beer', 'Lemonade', 'Coca-Cola', '7-Up', 'Creme de Cassis', 'Lemon']",Beer pilsner,"No specific mixinginstructions, just poor every ingredient in one glass. The lemon goes with it.",https://www.thecocktaildb.com/images/media/drink/ft8ed01485620930.jpg,"[None, None, None, ' slice\n', None, None, None]","question Generate a cocktail with Beer Root beer Lemonade Coca-Cola 7-Up Creme de Cassis Lemon answer No specific mixinginstructions, just poor every ingredient in one glass. The lemon goes with it.",Soft Drink
415,415,Zombie,Alcoholic,"['Rum', 'Gold rum', '151 proof rum', 'Pernod', 'Grenadine', 'Lime Juice', 'Angostura Bitters']",Hurricane glass,"
Blend at high speed for no more than 5 seconds.

Pour into a glass, add ice cubes to fill, then add the garnish.

*Donn’s mix: Bring 3 crushed cinnamon sticks, 1 cup of sugar and 1 cup of water to a boil, stirring until the sugar is dissolved.

Simmer for 2 minutes, then remove from the heat and let sit for at least 2 hours before straining into a clean glass bottle.

Then add 1 part of the syrup and 2 parts of fresh grapefruit juice together.",https://www.thecocktaildb.com/images/media/drink/2en3jk1509557725.jpg,"['1 1/2 oz', '1 1/2 oz', '1 oz', '1 tsp', '1 tsp', '1 tsp', '1 drop']","question Generate a cocktail with Rum Gold rum 151 proof rum Pernod Grenadine Lime Juice Angostura Bitters answer 
Blend at high speed for no more than 5 seconds.

Pour into a glass, add ice cubes to fill, then add the garnish.

*Donn’s mix: Bring 3 crushed cinnamon sticks, 1 cup of sugar and 1 cup of water to a boil, stirring until the sugar is dissolved.

Simmer for 2 minutes, then remove from the heat and let sit for at least 2 hours before straining into a clean glass bottle.

Then add 1 part of the syrup and 2 parts of fresh grapefruit juice together.",Cocktail
416,416,Zambeer,Alcoholic,"['Sambuca', 'Root beer', 'Ice']",Collins Glass,Mix sambuca with rootbeer and stir. Add ice,https://www.thecocktaildb.com/images/media/drink/bje5401485619578.jpg,"['1 1/2 oz ', 'Add 10 oz ', 'cubes']",question Generate a cocktail with Sambuca Root beer Ice answer Mix sambuca with rootbeer and stir. Add ice,Soft Drink
417,417,Zorbatini,Alcoholic,"['Vodka', 'Ouzo']",Cocktail glass,Prepare like a Martini. Garnish with a green olive.,https://www.thecocktaildb.com/images/media/drink/wtkqgb1485621155.jpg,"['1 1/4 oz Stoli ', '1/4 oz ']",question Generate a cocktail with Vodka Ouzo answer Prepare like a Martini. Garnish with a green olive.,Cocktail
418,418,Zenmeister,Alcoholic,"['Jägermeister', 'Root beer']",Collins Glass,Mix together and enjoy,https://www.thecocktaildb.com/images/media/drink/qyuvsu1479209462.jpg,"['1/2 oz ', '1/2 oz ']",question Generate a cocktail with Jägermeister Root beer answer Mix together and enjoy,Ordinary Drink
419,419,Zipperhead,Alcoholic,"['Chambord raspberry liqueur', 'Vodka', 'Soda water']",Whiskey sour glass,"Fill glass with rocks, add straw before putting in liquor. Then add the ingredients in order, trying to keep layered as much as possible (i.e. Chambord on bottom, then Vodka, Then soda on top).",https://www.thecocktaildb.com/images/media/drink/r2qzhu1485620235.jpg,"['1 shot ', '1 shot ', 'Fill with ']","question Generate a cocktail with Chambord raspberry liqueur Vodka Soda water answer Fill glass with rocks, add straw before putting in liquor. Then add the ingredients in order, trying to keep layered as much as possible (i.e. Chambord on bottom, then Vodka, Then soda on top).",Shot
420,420,Zima Blaster,Alcoholic,"['Zima', 'Chambord raspberry liqueur']",Hurricane glass,"Fill glass with ice. Pour in Chambord, then fill with Zima. Mix and enjoy.",https://www.thecocktaildb.com/images/media/drink/1wifuv1485619797.jpg,"['12 oz ', '3 oz ']","question Generate a cocktail with Zima Chambord raspberry liqueur answer Fill glass with ice. Pour in Chambord, then fill with Zima. Mix and enjoy.",Ordinary Drink
421,421,Zizi Coin-coin,Alcoholic,"['Cointreau', 'Lemon juice', 'Ice', 'Lemon']",Margarita/Coupette glass,"Pour 5cl of Cointreau on ice, add 2cl of fresh lemon (or lime) juice, stir gently, and finally add slices of lemon/lime in glass.",https://www.thecocktaildb.com/images/media/drink/0fbo2t1485620752.jpg,"['5 cl ', '2 cl ', 'cubes', ' or lime\n']","question Generate a cocktail with Cointreau Lemon juice Ice Lemon answer Pour 5cl of Cointreau on ice, add 2cl of fresh lemon (or lime) juice, stir gently, and finally add slices of lemon/lime in glass.",Punch / Party Drink
